fecha,producto,ventas
2019-09-09,Laptop,919.26
2019-09-10,Laptop,1176.64
2019-09-11,Laptop,939.31
2019-09-12,Laptop,389.36
2019-09-13,Laptop,610.19
2019-09-14,Laptop,983.14
2019-09-15,Laptop,560.02
2019-09-16,Laptop,804.1
2019-09-17,Laptop,872.98
2019-09-18,Laptop,510.54
2019-09-19,Laptop,693.51
2019-09-20,Laptop,19.48
2019-09-21,Laptop,487.8
2019-09-22,Laptop,650.1
2019-09-23,Laptop,439.63
2019-09-24,Laptop,1045.82
2019-09-25,Laptop,400.51
2019-09-26,Laptop,608.46
2019-09-27,Laptop,728.1
2019-09-28,Laptop,1003.15
2019-09-29,Laptop,398.55
2019-09-30,Laptop,944.3
2019-10-01,Laptop,702.15
2019-10-02,Laptop,493.93
2019-10-03,Laptop,797.3
2019-10-04,Laptop,742.3
2019-10-05,Laptop,574.61
2019-10-06,Laptop,715.91
2019-10-07,Laptop,620.62
2019-10-08,Laptop,726.25
2019-10-09,Laptop,842.67
2019-10-10,Laptop,1038.66
2019-10-11,Laptop,442.99
2019-10-12,Laptop,1157.13
2019-10-13,Laptop,292.82
2019-10-14,Laptop,675.54
2019-10-15,Laptop,834.11
2019-10-16,Laptop,770.15
2019-10-17,Laptop,578.72
2019-10-18,Laptop,668.6
2019-10-19,Laptop,608.98
2019-10-20,Laptop,589.67
2019-10-21,Laptop,901.06
2019-10-22,Laptop,796.95
2019-10-23,Laptop,571.71
2019-10-24,Laptop,919.02
2019-10-25,Laptop,792.67
2019-10-26,Laptop,905.4
2019-10-27,Laptop,868.02
2019-10-28,Laptop,550.26
2019-10-29,Laptop,611.3
2019-10-30,Laptop,902.51
2019-10-31,Laptop,875.22
2019-11-01,Laptop,737.72
2019-11-02,Laptop,771.28
2019-11-03,Laptop,1034.45
2019-11-04,Laptop,617.43
2019-11-05,Laptop,877.24
2019-11-06,Laptop,710.65
2019-11-07,Laptop,709.99
2019-11-08,Laptop,1014.13
2019-11-09,Laptop,955.57
2019-11-10,Laptop,956.9
2019-11-11,Laptop,1075.06
2019-11-12,Laptop,780.8
2019-11-13,Laptop,938.82
2019-11-14,Laptop,710.03
2019-11-15,Laptop,862.99
2019-11-16,Laptop,759.31
2019-11-17,Laptop,816.99
2019-11-18,Laptop,940.09
2019-11-19,Laptop,604.77
2019-11-20,Laptop,1310.98
2019-11-21,Laptop,565.1
2019-11-22,Laptop,517.1
2019-11-23,Laptop,1101.47
2019-11-24,Laptop,1016.71
2019-11-25,Laptop,980.37
2019-11-26,Laptop,986.45
2019-11-27,Laptop,831.2
2019-11-28,Laptop,612.87
2019-11-29,Laptop,862.15
2019-11-30,Laptop,675.25
2019-12-01,Laptop,1651.6
2019-12-02,Laptop,1227.9
2019-12-03,Laptop,971.59
2019-12-04,Laptop,1173.12
2019-12-05,Laptop,1466.94
2019-12-06,Laptop,1090.34
2019-12-07,Laptop,993.9
2019-12-08,Laptop,1423.42
2019-12-09,Laptop,1431.63
2019-12-10,Laptop,1136.93
2019-12-11,Laptop,1157.61
2019-12-12,Laptop,1449.79
2019-12-13,Laptop,770.76
2019-12-14,Laptop,791.64
2019-12-15,Laptop,1080.7
2019-12-16,Laptop,1296.4
2019-12-17,Laptop,1522.49
2019-12-18,Laptop,2019.84
2019-12-19,Laptop,1769.9
2019-12-20,Laptop,1347.39
2019-12-21,Laptop,1414.8
2019-12-22,Laptop,1000.31
2019-12-23,Laptop,1430.24
2019-12-24,Laptop,1320.69
2019-12-25,Laptop,1594.34
2019-12-26,Laptop,1098.66
2019-12-27,Laptop,1697.92
2019-12-28,Laptop,2155.82
2019-12-29,Laptop,1436.07
2019-12-30,Laptop,1672.09
2019-12-31,Laptop,1810.56
2020-01-01,Laptop,972.59
2020-01-02,Laptop,1186.07
2020-01-03,Laptop,1121.25
2020-01-04,Laptop,1155.6
2020-01-05,Laptop,866.7
2020-01-06,Laptop,1142.36
2020-01-07,Laptop,1309.93
2020-01-08,Laptop,1643.9
2020-01-09,Laptop,1482.14
2020-01-10,Laptop,1903.59
2020-01-11,Laptop,894.59
2020-01-12,Laptop,1473.26
2020-01-13,Laptop,1237.77
2020-01-14,Laptop,1953.14
2020-01-15,Laptop,897.09
2020-01-16,Laptop,890.03
2020-01-17,Laptop,980.28
2020-01-18,Laptop,435.62
2020-01-19,Laptop,1015.8
2020-01-20,Laptop,935.5
2020-01-21,Laptop,1271.61
2020-01-22,Laptop,1347.3
2020-01-23,Laptop,1918.04
2020-01-24,Laptop,1583.91
2020-01-25,Laptop,1023.47
2020-01-26,Laptop,907.85
2020-01-27,Laptop,1432.08
2020-01-28,Laptop,756.71
2020-01-29,Laptop,1949.16
2020-01-30,Laptop,1709.82
2020-01-31,Laptop,1089.41
2020-02-01,Laptop,618.62
2020-02-02,Laptop,1796.43
2020-02-03,Laptop,1238.24
2020-02-04,Laptop,1764.94
2020-02-05,Laptop,673.82
2020-02-06,Laptop,1063.18
2020-02-07,Laptop,1302.84
2020-02-08,Laptop,1323.67
2020-02-09,Laptop,1132.86
2020-02-10,Laptop,1559.58
2020-02-11,Laptop,896.09
2020-02-12,Laptop,1266.07
2020-02-13,Laptop,1374.61
2020-02-14,Laptop,1536.21
2020-02-15,Laptop,1619.82
2020-02-16,Laptop,887.1
2020-02-17,Laptop,724.74
2020-02-18,Laptop,1862.62
2020-02-19,Laptop,1484.85
2020-02-20,Laptop,1049.89
2020-02-21,Laptop,1989.2
2020-02-22,Laptop,1408.24
2020-02-23,Laptop,1847.18
2020-02-24,Laptop,1395.51
2020-02-25,Laptop,2218.73
2020-02-26,Laptop,2097.99
2020-02-27,Laptop,1274.53
2020-02-28,Laptop,1782.8
2020-02-29,Laptop,1651.23
2020-03-01,Laptop,1955.44
2020-03-02,Laptop,986.95
2020-03-03,Laptop,1678.18
2020-03-04,Laptop,1837.1
2020-03-05,Laptop,659.85
2020-03-06,Laptop,902.59
2020-03-07,Laptop,544.17
2020-03-08,Laptop,1290.45
2020-03-09,Laptop,1708.77
2020-03-10,Laptop,2042.84
2020-03-11,Laptop,1441.5
2020-03-12,Laptop,2101.95
2020-03-13,Laptop,828.47
2020-03-14,Laptop,692.19
2020-03-15,Laptop,1393.56
2020-03-16,Laptop,1582.16
2020-03-17,Laptop,1406.19
2020-03-18,Laptop,539.82
2020-03-19,Laptop,1384.65
2020-03-20,Laptop,866.63
2020-03-21,Laptop,1711.14
2020-03-22,Laptop,1582.64
2020-03-23,Laptop,1024.41
2020-03-24,Laptop,1207.38
2020-03-25,Laptop,974.3
2020-03-26,Laptop,1401.79
2020-03-27,Laptop,1838.62
2020-03-28,Laptop,1006.76
2020-03-29,Laptop,1645.95
2020-03-30,Laptop,1202.46
2020-03-31,Laptop,1089.86
2020-04-01,Laptop,1384.06
2020-04-02,Laptop,985.78
2020-04-03,Laptop,1192.18
2020-04-04,Laptop,915.67
2020-04-05,Laptop,2271.11
2020-04-06,Laptop,1443.5
2020-04-07,Laptop,1128.06
2020-04-08,Laptop,1518.68
2020-04-09,Laptop,1378.2
2020-04-10,Laptop,1330.87
2020-04-11,Laptop,1686.81
2020-04-12,Laptop,1746.71
2020-04-13,Laptop,1195.76
2020-04-14,Laptop,1175.36
2020-04-15,Laptop,1302.3
2020-04-16,Laptop,438.75
2020-04-17,Laptop,772.55
2020-04-18,Laptop,1994.84
2020-04-19,Laptop,2110.24
2020-04-20,Laptop,1305.69
2020-04-21,Laptop,1652.91
2020-04-22,Laptop,1538.53
2020-04-23,Laptop,2702.78
2020-04-24,Laptop,1873.97
2020-04-25,Laptop,1346.75
2020-04-26,Laptop,997.32
2020-04-27,Laptop,723.03
2020-04-28,Laptop,1478.09
2020-04-29,Laptop,1074.91
2020-04-30,Laptop,795.58
2020-05-01,Laptop,1116.22
2020-05-02,Laptop,933.54
2020-05-03,Laptop,2076.87
2020-05-04,Laptop,1739.76
2020-05-05,Laptop,1369.41
2020-05-06,Laptop,1977.47
2020-05-07,Laptop,1397.85
2020-05-08,Laptop,1010.63
2020-05-09,Laptop,1980.36
2020-05-10,Laptop,1574.89
2020-05-11,Laptop,931.35
2020-05-12,Laptop,1271.39
2020-05-13,Laptop,991.4
2020-05-14,Laptop,784.56
2020-05-15,Laptop,1708.28
2020-05-16,Laptop,2096.33
2020-05-17,Laptop,771.27
2020-05-18,Laptop,1548.38
2020-05-19,Laptop,1062.72
2020-05-20,Laptop,1123.86
2020-05-21,Laptop,1078.73
2020-05-22,Laptop,968.59
2020-05-23,Laptop,1322.01
2020-05-24,Laptop,974.83
2020-05-25,Laptop,1398.96
2020-05-26,Laptop,1269.91
2020-05-27,Laptop,1192.57
2020-05-28,Laptop,931.44
2020-05-29,Laptop,1054.5
2020-05-30,Laptop,1558.17
2020-05-31,Laptop,1455.57
2020-06-01,Laptop,890.82
2020-06-02,Laptop,1292.9
2020-06-03,Laptop,1532.32
2020-06-04,Laptop,621.66
2020-06-05,Laptop,1442.42
2020-06-06,Laptop,989.57
2020-06-07,Laptop,1440.42
2020-06-08,Laptop,944.23
2020-06-09,Laptop,559.12
2020-06-10,Laptop,621.28
2020-06-11,Laptop,1226.14
2020-06-12,Laptop,1297.08
2020-06-13,Laptop,872.93
2020-06-14,Laptop,1420.93
2020-06-15,Laptop,595.34
2020-06-16,Laptop,1158.09
2020-06-17,Laptop,748.75
2020-06-18,Laptop,941.58
2020-06-19,Laptop,1181.47
2020-06-20,Laptop,860.07
2020-06-21,Laptop,1020.62
2020-06-22,Laptop,1494.72
2020-06-23,Laptop,944.76
2020-06-24,Laptop,1421.86
2020-06-25,Laptop,747.82
2020-06-26,Laptop,1304.43
2020-06-27,Laptop,1604.18
2020-06-28,Laptop,288.03
2020-06-29,Laptop,843.51
2020-06-30,Laptop,1293.77
2020-07-01,Laptop,1030.33
2020-07-02,Laptop,1213.01
2020-07-03,Laptop,889.06
2020-07-04,Laptop,1108.19
2020-07-05,Laptop,1024.28
2020-07-06,Laptop,1443.24
2020-07-07,Laptop,1144.3
2020-07-08,Laptop,1164.62
2020-07-09,Laptop,921.91
2020-07-10,Laptop,893.22
2020-07-11,Laptop,905.63
2020-07-12,Laptop,1157.59
2020-07-13,Laptop,899.51
2020-07-14,Laptop,1113.02
2020-07-15,Laptop,1652.61
2020-07-16,Laptop,1277.72
2020-07-17,Laptop,908.98
2020-07-18,Laptop,1363.2
2020-07-19,Laptop,874.66
2020-07-20,Laptop,385.18
2020-07-21,Laptop,687.77
2020-07-22,Laptop,430.27
2020-07-23,Laptop,872.5
2020-07-24,Laptop,975.48
2020-07-25,Laptop,1450.2
2020-07-26,Laptop,1053.88
2020-07-27,Laptop,891.88
2020-07-28,Laptop,1185.82
2020-07-29,Laptop,317.98
2020-07-30,Laptop,1005.94
2020-07-31,Laptop,1150.72
2020-08-01,Laptop,517.31
2020-08-02,Laptop,1242.2
2020-08-03,Laptop,1013.5
2020-08-04,Laptop,801.3
2020-08-05,Laptop,1083.53
2020-08-06,Laptop,1523.23
2020-08-07,Laptop,950.65
2020-08-08,Laptop,963.75
2020-08-09,Laptop,769.51
2020-08-10,Laptop,661.69
2020-08-11,Laptop,1103.95
2020-08-12,Laptop,653.65
2020-08-13,Laptop,894.14
2020-08-14,Laptop,746.37
2020-08-15,Laptop,991.76
2020-08-16,Laptop,949.57
2020-08-17,Laptop,1126.7
2020-08-18,Laptop,724.52
2020-08-19,Laptop,782.67
2020-08-20,Laptop,598.94
2020-08-21,Laptop,731.75
2020-08-22,Laptop,935.9
2020-08-23,Laptop,1027.4
2020-08-24,Laptop,603.17
2020-08-25,Laptop,1047.22
2020-08-26,Laptop,1163.76
2020-08-27,Laptop,926.36
2020-08-28,Laptop,1283.36
2020-08-29,Laptop,628.17
2020-08-30,Laptop,510.78
2020-08-31,Laptop,378.86
2020-09-01,Laptop,1172.95
2020-09-02,Laptop,965.35
2020-09-03,Laptop,790.96
2020-09-04,Laptop,869.24
2020-09-05,Laptop,529.55
2020-09-06,Laptop,1382.12
2020-09-07,Laptop,825.8
2020-09-08,Laptop,818.88
2020-09-09,Laptop,963.02
2020-09-10,Laptop,902.73
2020-09-11,Laptop,839.9
2020-09-12,Laptop,599.06
2020-09-13,Laptop,894.46
2020-09-14,Laptop,1223.61
2020-09-15,Laptop,1095.64
2020-09-16,Laptop,1151.62
2020-09-17,Laptop,658.61
2020-09-18,Laptop,546.13
2020-09-19,Laptop,746.36
2020-09-20,Laptop,787.59
2020-09-21,Laptop,1027.72
2020-09-22,Laptop,380.48
2020-09-23,Laptop,1126.57
2020-09-24,Laptop,735.04
2020-09-25,Laptop,672.35
2020-09-26,Laptop,536.68
2020-09-27,Laptop,387.91
2020-09-28,Laptop,960.34
2020-09-29,Laptop,786.96
2020-09-30,Laptop,472.02
2020-10-01,Laptop,470.88
2020-10-02,Laptop,692.66
2020-10-03,Laptop,1156.32
2020-10-04,Laptop,710.85
2020-10-05,Laptop,423.51
2020-10-06,Laptop,715.0
2020-10-07,Laptop,709.36
2020-10-08,Laptop,147.65
2020-10-09,Laptop,761.56
2020-10-10,Laptop,721.42
2020-10-11,Laptop,938.28
2020-10-12,Laptop,1208.47
2020-10-13,Laptop,1041.67
2020-10-14,Laptop,716.97
2020-10-15,Laptop,521.95
2020-10-16,Laptop,1387.18
2020-10-17,Laptop,798.38
2020-10-18,Laptop,789.44
2020-10-19,Laptop,782.25
2020-10-20,Laptop,836.78
2020-10-21,Laptop,757.54
2020-10-22,Laptop,657.28
2020-10-23,Laptop,665.48
2020-10-24,Laptop,790.49
2020-10-25,Laptop,670.15
2020-10-26,Laptop,631.37
2020-10-27,Laptop,831.37
2020-10-28,Laptop,746.43
2020-10-29,Laptop,1176.86
2020-10-30,Laptop,166.58
2020-10-31,Laptop,1084.01
2020-11-01,Laptop,1125.93
2020-11-02,Laptop,310.93
2020-11-03,Laptop,740.83
2020-11-04,Laptop,736.55
2020-11-05,Laptop,480.8
2020-11-06,Laptop,640.58
2020-11-07,Laptop,559.46
2020-11-08,Laptop,1285.39
2020-11-09,Laptop,1083.59
2020-11-10,Laptop,1173.91
2020-11-11,Laptop,1038.28
2020-11-12,Laptop,566.93
2020-11-13,Laptop,725.68
2020-11-14,Laptop,992.17
2020-11-15,Laptop,550.5
2020-11-16,Laptop,1060.07
2020-11-17,Laptop,814.17
2020-11-18,Laptop,782.52
2020-11-19,Laptop,1074.92
2020-11-20,Laptop,1008.97
2020-11-21,Laptop,797.83
2020-11-22,Laptop,1211.94
2020-11-23,Laptop,610.64
2020-11-24,Laptop,1076.18
2020-11-25,Laptop,1075.44
2020-11-26,Laptop,832.48
2020-11-27,Laptop,1012.71
2020-11-28,Laptop,579.24
2020-11-29,Laptop,1190.53
2020-11-30,Laptop,885.08
2020-12-01,Laptop,1191.44
2020-12-02,Laptop,1867.59
2020-12-03,Laptop,1126.36
2020-12-04,Laptop,829.11
2020-12-05,Laptop,769.4
2020-12-06,Laptop,1715.11
2020-12-07,Laptop,898.62
2020-12-08,Laptop,2239.26
2020-12-09,Laptop,553.72
2020-12-10,Laptop,2237.64
2020-12-11,Laptop,1585.36
2020-12-12,Laptop,1455.57
2020-12-13,Laptop,1260.81
2020-12-14,Laptop,1696.83
2020-12-15,Laptop,1506.4
2020-12-16,Laptop,2038.89
2020-12-17,Laptop,1592.93
2020-12-18,Laptop,1618.29
2020-12-19,Laptop,1387.0
2020-12-20,Laptop,1538.47
2020-12-21,Laptop,1718.93
2020-12-22,Laptop,770.38
2020-12-23,Laptop,947.21
2020-12-24,Laptop,1955.5
2020-12-25,Laptop,1689.84
2020-12-26,Laptop,1526.75
2020-12-27,Laptop,1633.43
2020-12-28,Laptop,1803.24
2020-12-29,Laptop,1375.68
2020-12-30,Laptop,1264.74
2020-12-31,Laptop,1755.96
2021-01-01,Laptop,852.16
2021-01-02,Laptop,1360.88
2021-01-03,Laptop,596.16
2021-01-04,Laptop,1602.91
2021-01-05,Laptop,1405.47
2021-01-06,Laptop,1332.14
2021-01-07,Laptop,1609.8
2021-01-08,Laptop,1873.68
2021-01-09,Laptop,1637.63
2021-01-10,Laptop,564.9
2021-01-11,Laptop,781.1
2021-01-12,Laptop,1035.06
2021-01-13,Laptop,1289.91
2021-01-14,Laptop,1485.62
2021-01-15,Laptop,1010.64
2021-01-16,Laptop,1370.63
2021-01-17,Laptop,1008.38
2021-01-18,Laptop,1069.49
2021-01-19,Laptop,760.45
2021-01-20,Laptop,955.49
2021-01-21,Laptop,789.09
2021-01-22,Laptop,942.82
2021-01-23,Laptop,1762.04
2021-01-24,Laptop,961.59
2021-01-25,Laptop,2416.45
2021-01-26,Laptop,1556.45
2021-01-27,Laptop,1436.85
2021-01-28,Laptop,1014.9
2021-01-29,Laptop,1660.66
2021-01-30,Laptop,1139.83
2021-01-31,Laptop,1433.75
2021-02-01,Laptop,2454.78
2021-02-02,Laptop,1353.52
2021-02-03,Laptop,1881.18
2021-02-04,Laptop,1107.83
2021-02-05,Laptop,1394.3
2021-02-06,Laptop,2165.33
2021-02-07,Laptop,1152.14
2021-02-08,Laptop,2198.18
2021-02-09,Laptop,1732.12
2021-02-10,Laptop,1191.62
2021-02-11,Laptop,1711.04
2021-02-12,Laptop,1863.76
2021-02-13,Laptop,1717.33
2021-02-14,Laptop,767.91
2021-02-15,Laptop,1138.54
2021-02-16,Laptop,1352.06
2021-02-17,Laptop,1432.04
2021-02-18,Laptop,1742.42
2021-02-19,Laptop,1551.52
2021-02-20,Laptop,885.3
2021-02-21,Laptop,1649.82
2021-02-22,Laptop,1756.71
2021-02-23,Laptop,1738.46
2021-02-24,Laptop,1975.96
2021-02-25,Laptop,1869.93
2021-02-26,Laptop,1705.75
2021-02-27,Laptop,1470.99
2021-02-28,Laptop,755.54
2021-03-01,Laptop,1703.66
2021-03-02,Laptop,1606.51
2021-03-03,Laptop,1638.78
2021-03-04,Laptop,936.73
2021-03-05,Laptop,1027.79
2021-03-06,Laptop,2005.33
2021-03-07,Laptop,1508.41
2021-03-08,Laptop,1841.71
2021-03-09,Laptop,1544.56
2021-03-10,Laptop,1547.61
2021-03-11,Laptop,1968.59
2021-03-12,Laptop,1300.19
2021-03-13,Laptop,1584.83
2021-03-14,Laptop,1328.48
2021-03-15,Laptop,1342.95
2021-03-16,Laptop,1402.61
2021-03-17,Laptop,1650.8
2021-03-18,Laptop,1326.72
2021-03-19,Laptop,2134.86
2021-03-20,Laptop,1135.49
2021-03-21,Laptop,1466.19
2021-03-22,Laptop,1349.35
2021-03-23,Laptop,2230.65
2021-03-24,Laptop,1648.15
2021-03-25,Laptop,2039.24
2021-03-26,Laptop,863.6
2021-03-27,Laptop,1683.39
2021-03-28,Laptop,1975.13
2021-03-29,Laptop,1597.93
2021-03-30,Laptop,2058.29
2021-03-31,Laptop,1317.84
2021-04-01,Laptop,2219.57
2021-04-02,Laptop,2635.83
2021-04-03,Laptop,1390.05
2021-04-04,Laptop,1351.16
2021-04-05,Laptop,2239.11
2021-04-06,Laptop,2297.47
2021-04-07,Laptop,1313.82
2021-04-08,Laptop,1361.23
2021-04-09,Laptop,1425.2
2021-04-10,Laptop,928.37
2021-04-11,Laptop,1126.41
2021-04-12,Laptop,1085.77
2021-04-13,Laptop,1195.02
2021-04-14,Laptop,1535.22
2021-04-15,Laptop,1658.87
2021-04-16,Laptop,2268.72
2021-04-17,Laptop,1083.56
2021-04-18,Laptop,2001.41
2021-04-19,Laptop,1444.25
2021-04-20,Laptop,1518.54
2021-04-21,Laptop,1851.04
2021-04-22,Laptop,1019.5
