FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
140128;0000;24,4583;;;
140129;0000;22,2083;;;
140130;0000;17,8333;;;
140131;0000;11,1667;;;
140201;0000;19,7083;;;
140202;0000;15,2083;;;
140203;0000;21,6667;;;
140204;0000;27,625;;;
140205;0000;19,2083;;;
140206;0000;18,0833;;;
140207;0000;17,6667;;;
140208;0000;16,875;;;
140209;0000;14,125;;;
140210;0000;16,4583;;;
140211;0000;18,7917;;;
140212;0000;36,125;;;
140213;0000;41,9583;;;
140214;0000;69,875;;;
140215;0000;52,8695;;;
140216;0000;25,875;;;
140217;0000;;;;
140218;0000;;;;
140219;0000;35,7391;;;
140220;0000;24,25;;;
140221;0000;23,2917;;;
140222;0000;27,125;;;
140223;0000;19,4583;;;
140224;0000;81,7916;;;
140225;0000;69;;;
140226;0000;47,25;;;
140227;0000;28,1364;;;
140228;0000;41;;;
140301;0000;22,5833;;;
140302;0000;17,0417;;;
140303;0000;30,9167;;;
140304;0000;28,4583;;;
140305;0000;;;9,58333;
140306;0000;;;14,5833;
140307;0000;36,5909;;;
140308;0000;33,125;;;
140309;0000;25,1667;;;
140310;0000;32,5833;;;
140311;0000;31,375;;;
140312;0000;45,75;;;
140313;0000;42;;;
140314;0000;34,875;;;
140315;0000;58,5833;;;
140316;0000;47,2916;;;
140317;0000;44,875;;;
140318;0000;44,4166;;;
140319;0000;35,1666;;;
140320;0000;32,25;;;
140321;0000;36,625;;;
140322;0000;19,625;;;
140323;0000;56,375;;;
140324;0000;59,875;;;
140325;0000;34,4583;;;
140326;0000;28,2083;;;
140327;0000;33,0833;;;
140328;0000;53,875;;;
140329;0000;49,875;;;
140330;0000;45,7083;;;
140331;0000;126,875;;;
140401;0000;212,25;;;
140402;0000;251,625;;;
140403;0000;171,667;;;
140404;0000;186,708;;;
140405;0000;172,542;;;
140406;0000;166,083;;;
140407;0000;92,9583;;;
140408;0000;41,875;;;
140409;0000;72,375;;;
140410;0000;49,7083;;;
140411;0000;113,542;;;
140412;0000;133,5;;;
140413;0000;44,7083;;;
140414;0000;43,5416;;;
140415;0000;37,2083;;;
140416;0000;78,1666;;;
140417;0000;41,75;;;
140418;0000;57,4583;;;
140419;0000;77,0833;;;
140420;0000;120,875;;;
140421;0000;108,958;;;
140422;0000;89,3333;;;
140423;0000;84,125;;;
140424;0000;145,375;;;
140425;0000;143,917;;;
140426;0000;54,2083;;;
140427;0000;52,8333;;;
140428;0000;54,625;;;
140429;0000;60,5416;;;
140430;0000;49,7391;;;
140501;0000;84,7083;;;
140502;0000;106;;;
140503;0000;69,75;;;
140504;0000;69,5416;;;
140505;0000;57,25;;;
140506;0000;190,182;;;
140507;0000;;;358,208;
140508;0000;202,227;;;
140509;0000;73,1666;;;
140510;0000;99,0833;;;
140511;0000;75,6666;;;
140512;0000;66,375;;;
140513;0000;68,75;;;
140514;0000;133,208;;;
140515;0000;171,458;;;
140516;0000;82,3333;;;
140517;0000;108;;;
140518;0000;43,375;;;
140519;0000;84,1666;;;
140520;0000;142,375;;;
140521;0000;192,333;;;
140522;0000;171,75;;;
140523;0000;52,375;;;
140524;0000;95,1666;;;
140525;0000;40,3333;;;
140526;0000;36,875;;;
140527;0000;109,292;;;
140528;0000;202,167;;;
140529;0000;64,0416;;;
140530;0000;111,667;;;
140531;0000;161,583;;;
140601;0000;90,0416;;;
140602;0000;154,542;;;
140603;0000;156,417;;;
140604;0000;263,375;;;
140605;0000;158,708;;;
140606;0000;125,75;;;
140607;0000;141,958;;;
140608;0000;106,375;;;
140609;0000;110,292;;;
140610;0000;136,478;;;
140611;0000;114,833;;;
140612;0000;91,7083;;;
140613;0000;122,417;;;
140614;0000;122,208;;;
140615;0000;58,9166;;;
140616;0000;185,842;;;
140617;0000;;;995,125;
140618;0000;;;466,792;
140619;0000;;;0;
140620;0000;;;0;
140621;0000;;;;
140622;0000;;;;
140623;0000;;;;
140624;0000;42,0833;;;
140625;0000;64,5416;;;
140626;0000;42,4166;;;
140627;0000;33,4583;;;
140628;0000;61,2083;;;
140629;0000;79,6666;;;
140630;0000;119,458;;;
140701;0000;188,583;;;
140702;0000;65;;;
140703;0000;50,7916;;;
140704;0000;127,042;;;
140705;0000;157,083;;;
140706;0000;53,25;;;
140707;0000;68,2916;;;
140708;0000;60,625;;;
140709;0000;46,7083;;;
140710;0000;32,25;;;
140711;0000;63,125;;;
140712;0000;47,25;;;
140713;0000;49,6666;;;
140714;0000;62,2916;;;
140715;0000;88,1666;;;
140716;0000;77,9166;;;
140717;0000;56,8333;;;
140718;0000;88,1666;;;
140719;0000;121,208;;;
140720;0000;143,625;;;
140721;0000;165,833;;;
140722;0000;248,208;;;
140723;0000;157,25;;;
140724;0000;124,042;;;
140725;0000;135,826;;;
140726;0000;190,542;;;
140727;0000;232,958;;;
140728;0000;147,043;;;
140729;0000;186,583;;;
140730;0000;139,208;;;
140731;0000;138,917;;;
140801;0000;188,583;;;
140802;0000;65;;;
140803;0000;50,7916;;;
140804;0000;127,042;;;
140805;0000;157,083;;;
140806;0000;53,25;;;
140807;0000;68,2916;;;
140808;0000;60,625;;;
140809;0000;46,7083;;;
140810;0000;32,25;;;
140811;0000;63,125;;;
140812;0000;47,25;;;
140813;0000;49,6666;;;
140814;0000;62,2916;;;
140815;0000;88,1666;;;
140816;0000;77,9166;;;
140817;0000;56,8333;;;
140818;0000;88,1666;;;
140819;0000;121,208;;;
140820;0000;143,625;;;
140821;0000;165,833;;;
140822;0000;248,208;;;
140823;0000;157,25;;;
140824;0000;124,042;;;
140825;0000;135,826;;;
140826;0000;190,542;;;
140827;0000;232,958;;;
140828;0000;147,043;;;
140829;0000;186,583;;;
140830;0000;139,208;;;
140831;0000;138,917;;;
140901;0000;202,333;;;
140902;0000;144,667;;;
140903;0000;168,25;;;
140904;0000;153,348;;;
140905;0000;192,792;;;
140906;0000;47,875;;;
140907;0000;73,75;;;
140908;0000;91,3333;;;
140909;0000;49,0416;;;
140910;0000;48,0833;;;
140911;0000;42,4166;;;
140912;0000;41,25;;;
140913;0000;42,5;;;
140914;0000;27,2917;;;
140915;0000;34,7083;;;
140916;0000;27,375;;;
140917;0000;32,2083;;;
140918;0000;39,375;;;
140919;0000;72,3333;;;
140920;0000;88,4583;;;
140921;0000;53,8333;;;
140922;0000;53,1666;;;
140923;0000;51,1666;;;
140924;0000;55,2083;;;
140925;0000;61,1304;;;
140926;0000;92,75;;;
140927;0000;79,7916;;;
140928;0000;56,0833;;;
140929;0000;73,5833;;;
140930;0000;94,0416;;;
141001;0000;154,417;;;
141002;0000;122,042;;;
141003;0000;103,708;;;
141004;0000;28,9167;;;
141005;0000;33,2916;;;
141006;0000;43,2083;;;
141007;0000;73,9583;;;
141008;0000;62,1666;;;
141009;0000;47,1666;;;
141010;0000;38,7916;;;
141011;0000;32,0833;;;
141012;0000;35,3333;;;
141013;0000;36,9166;;;
141014;0000;74,7916;;;
141015;0000;58,5833;;;
141016;0000;42,6666;;;
141017;0000;61,6666;;;
141018;0000;59,4583;;;
141019;0000;64,125;;;
141020;0000;54,3333;;;
141021;0000;47,2916;;;
141022;0000;44,5;;;
141023;0000;40,1666;;;
141024;0000;22,25;;;
141025;0000;20,375;;;
141026;0000;21,4583;;;
141027;0000;28,2174;;;
141028;0000;31,125;;;
141029;0000;48,75;;;
141030;0000;50,625;;;
141031;0000;63,9166;;;
141101;0000;96,7321;;;
141102;0000;108,975;;;
141103;0000;42,5975;;;
141104;0000;24,729;;;
141105;0000;29,3512;;;
141106;0000;53,8014;;;
141107;0000;27,1497;;;
141108;0000;18,3908;;;
141109;0000;20,8818;;;
141110;0000;22,2086;;;
141111;0000;28,1877;;;
141112;0000;27,7179;;;
141113;0000;16,4098;;;
141114;0000;16,1543;;;
141115;0000;19,3427;;;
141116;0000;14,8239;;;
141117;0000;28,8669;;;
141118;0000;24,409;;;
141119;0000;28,3238;;;
141120;0000;29,4744;;;
141121;0000;27,6776;;;
141122;0000;23,3361;;;
141123;0000;20,7867;;;
141124;0000;27,0786;;;
141125;0000;31,7544;;;
141126;0000;31,3605;;;
141127;0000;30,4064;;;
141128;0000;35,2936;;;
141129;0000;30,3724;;;
141130;0000;23,6771;;;
141201;0000;30,1036;;;
141202;0000;25,8607;;;
141203;0000;22,0119;;;
141204;0000;27,4642;;;
141205;0000;18,1454;;;
141206;0000;22,7363;;;
141207;0000;21,8658;;;
141208;0000;30,4499;;;
141209;0000;35,281;;;
141210;0000;40,4748;;;
141211;0000;25,99;;;
141212;0000;27,112;;;
141213;0000;26,2371;;;
141214;0000;36,2345;;;
141215;0000;26,2614;;;
141216;0000;21,8847;;;
141217;0000;31,0012;;;
141218;0000;37,0822;;;
141219;0000;26,2429;;;
141220;0000;26,7408;;;
141221;0000;31,1525;;;
141222;0000;23,61;;;
141223;0000;14,4266;;;
141224;0000;19,9664;;;
141225;0000;15,7279;;;
141226;0000;19,8142;;;
141227;0000;18,5345;;;
141228;0000;20,6375;;;
141229;0000;18,0547;;;
141230;0000;24,2887;;;
141231;0000;29,8249;;;
150101;0000;29,2917;;;
150102;0000;16,375;;;
150103;0000;13,125;;;
150104;0000;11,0417;;;
150105;0000;17,75;;;
150106;0000;20,7083;;;
150107;0000;17,9583;;;
150108;0000;14,5833;;;
150109;0000;18,5417;;;
150110;0000;22,9167;;;
150111;0000;19,125;;;
150112;0000;23,5833;;;
150113;0000;16,9583;;;
150114;0000;21,0417;;;
150115;0000;16,5417;;;
150116;0000;16,0417;;;
150117;0000;12,0833;;;
150118;0000;21,125;;;
150119;0000;16,4583;;;
150120;0000;19,0417;;;
150121;0000;26,2917;;;
150122;0000;18,6667;;;
150123;0000;14,8333;;;
150124;0000;15,5417;;;
150125;0000;12,375;;;
150126;0000;14,6667;;;
150127;0000;18;;;
150128;0000;14,9167;;;
150129;0000;28,25;;;
150130;0000;15,7917;;;
150131;0000;11,9583;;;
150201;0000;15,2083;;;
150202;0000;22,0833;;;
150203;0000;25,7917;;;
150204;0000;22,4583;;;
150205;0000;18,5833;;;
150206;0000;26,375;;;
150207;0000;22,8333;;;
150208;0000;15,125;;;
150209;0000;21,125;;;
150210;0000;14,2917;;;
150211;0000;24,25;;;
150212;0000;20,8333;;;
150213;0000;22,6667;;;
150214;0000;17,9167;;;
150215;0000;19,75;;;
150216;0000;24,625;;;
150217;0000;27,25;;;
150218;0000;33,5;;;
150219;0000;19,375;;;
150220;0000;19;;;
150221;0000;26,2917;;;
150222;0000;24,2083;;;
150223;0000;16,0833;;;
150224;0000;28,875;;;
150225;0000;41,0833;;;
150226;0000;19,913;;;
150227;0000;47,9583;;;
150228;0000;27,1667;;;
150301;0000;22;;;
150302;0000;19,9583;;;
150303;0000;24,125;;;
150304;0000;24,2083;;;
150305;0000;22,8333;;;
150306;0000;46,9583;;;
150307;0000;22,9583;;;
150308;0000;28,0417;;;
150309;0000;37,375;;;
150310;0000;16,5417;;;
150311;0000;39,5;;;
150312;0000;28,5417;;;
150313;0000;18,9583;;;
150314;0000;20,2083;;;
150315;0000;28,0833;;;
150316;0000;50,1666;;;
150317;0000;26,7917;;;
150318;0000;24,5417;;;
150319;0000;33,25;;;
150320;0000;32,3333;;;
150321;0000;66,75;;;
150322;0000;139,292;;;
150323;0000;89,7916;;;
150324;0000;87,2916;;;
150325;0000;149,5;;;
150326;0000;87,5416;;;
150327;0000;62,826;;;
150328;0000;41;;;
150329;0000;17,7917;;;
150330;0000;26,8333;;;
150331;0000;31,375;;;
150401;0000;32,5833;;;
150402;0000;33,7916;;;
150403;0000;;42,9166;;
150404;0000;;35,7916;;
150405;0000;;162,875;;
150406;0000;;228,875;;
150407;0000;;164,625;;
150408;0000;;91,9166;;
150409;0000;;34,0416;;
150410;0000;;77,5833;;
150411;0000;;94,375;;
150412;0000;;56,0833;;
150413;0000;;76,375;;
150414;0000;;102,667;;
150415;0000;;176,917;;
150416;0000;;102,087;;
150417;0000;;44,913;;
150418;0000;;61,1666;;
150419;0000;;33,25;;
150420;0000;;41,7916;;
150421;0000;;23,375;;
150422;0000;;16,5833;;
150423;0000;;12,6667;;
150424;0000;;23,8333;;
150425;0000;;24,6667;;
150426;0000;;53,4167;;
150427;0000;;95,25;;
150428;0000;;57,6667;;
150429;0000;;54,8333;;
150430;0000;;22,3044;;
150501;0000;;35,375;;
150502;0000;;31,8333;;
150503;0000;;13,3333;;
150504;0000;;24,7917;;
150505;0000;;76,375;;
150506;0000;;112,35;;
150507;0000;;106,042;;
150508;0000;;114,217;;
150509;0000;;65,4584;;
150510;0000;;50,9167;;
150511;0000;;66,2916;;
150512;0000;;39,1667;;
150513;0000;;14,6667;;
150514;0000;;11,3333;;
150515;0000;;20,0156;;
150516;0000;;17,267;;
150517;0000;;17,3566;;
150518;0000;;61,4523;;
150519;0000;;36,7913;;
150520;0000;;15,0539;;
150521;0000;;5,48736;;
150522;0000;;9,18802;;
150523;0000;;;;
150524;0000;;;2,23376;
150525;0000;;;;
150526;0000;;;;
150527;0000;;;;
150528;0000;;;;
150529;0000;;;;
150530;0000;;;;
150531;0000;;;;
150601;0000;;;;
150602;0000;;;;
150603;0000;;;;
150604;0000;;;;
150605;0000;;;;
150606;0000;;;;
150607;0000;;;;
150608;0000;;;;
150609;0000;;;;
150610;0000;;;;
150611;0000;;;;
150612;0000;;;;
150613;0000;;;;
150614;0000;;;;
150615;0000;;;;
150616;0000;;;;
150617;0000;;;;
150618;0000;140,582;;;
150619;0000;123,28;;;
150620;0000;78,1024;;;
150621;0000;62,9987;;;
150622;0000;158,559;;;
150623;0000;421,283;;;
150624;0000;561,369;;;
150625;0000;217,13;;;
150626;0000;130,379;;;
150627;0000;55,3516;;;
150628;0000;38,9196;;;
150629;0000;50,8983;;;
150630;0000;116,153;;;
150701;0000;105,62;;;
150702;0000;114,553;;;
150703;0000;115,603;;;
150704;0000;386,408;;;
150705;0000;170,774;;;
150706;0000;120,511;;;
150707;0000;143,61;;;
150708;0000;185,662;;;
150709;0000;127,928;;;
150710;0000;88,1945;;;
150711;0000;67,4215;;;
150712;0000;73,5066;;;
150713;0000;69,4427;;;
150714;0000;53,6654;;;
150715;0000;99,8336;;;
150716;0000;112,133;;;
150717;0000;75,124;;;
150718;0000;79,1949;;;
150719;0000;55,8291;;;
150720;0000;64,7644;;;
150721;0000;65,5441;;;
150722;0000;75,7699;;;
150723;0000;70,9707;;;
150724;0000;124,371;;;
150725;0000;138,769;;;
150726;0000;131,542;;;
150727;0000;112,623;;;
150728;0000;88,3448;;;
150729;0000;136,937;;;
150730;0000;115,398;;;
150731;0000;181,183;;;
150801;0000;129,898;;;
150802;0000;108,25;;;
150803;0000;74,3782;;;
150804;0000;167,49;;;
150805;0000;98,5541;;;
150806;0000;131,967;;;
150807;0000;110,929;;;
150808;0000;103,876;;;
150809;0000;120,53;;;
150810;0000;126,044;;;
150811;0000;82,9694;;;
150812;0000;211,171;;;
150813;0000;200,396;;;
150814;0000;69,3649;;;
150815;0000;42,3737;;;
150816;0000;42,9753;;;
150817;0000;80,9457;;;
150818;0000;98,7382;;;
150819;0000;139,981;;;
150820;0000;249,898;;;
150821;0000;187,065;;;
150822;0000;69,8245;;;
150823;0000;136,67;;;
150824;0000;150,998;;;
150825;0000;153,22;;;
150826;0000;83,2062;;;
150827;0000;141,828;;;
150828;0000;82,3694;;;
150829;0000;49,6958;;;
150830;0000;;;;
150831;0000;100,587;;;
150901;0000;132,553;;;
150902;0000;56,8629;;;
150903;0000;60,8674;;;
150904;0000;51,0499;;;
150905;0000;43,8374;;;
150906;0000;50,622;;;
150907;0000;59,0224;;;
150908;0000;104,811;;;
150909;0000;58,112;;;
150910;0000;62,097;;;
150911;0000;61,6928;;;
150912;0000;49,0949;;;
150913;0000;32,915;;;
150914;0000;73,2965;;;
150915;0000;114,097;;;
150916;0000;42,662;;;
150917;0000;61,302;;;
150918;0000;38,1754;;;
150919;0000;55,4249;;;
150920;0000;60,5833;;;
150921;0000;124,953;;;
150922;0000;228,807;;;
150923;0000;138,641;;;
150924;0000;122,96;;;
150925;0000;79,0315;;;
150926;0000;52,9391;;;
150927;0000;47,7883;;;
150928;0000;66,4224;;;
150929;0000;90,5662;;;
150930;0000;60,0595;;;
151001;0000;77,3823;;;
151002;0000;151,409;;;
151003;0000;225,043;;;
151004;0000;124,44;;;
151005;0000;47,2812;;;
151006;0000;53,4157;;;
151007;0000;45,5178;;;
151008;0000;67,3878;;;
151009;0000;117,94;;;
151010;0000;132,945;;;
151011;0000;85,8999;;;
151012;0000;79,2289;;;
151013;0000;;;;
151014;0000;35,6937;;;
151015;0000;44,8591;;;
151016;0000;55,8545;;;
151017;0000;47,2195;;;
151018;0000;37,7912;;;
151019;0000;37,7482;;;
151020;0000;39,9358;;;
151021;0000;65,9769;;;
151022;0000;63,2366;;;
151023;0000;56,1982;;;
151024;0000;63,8537;;;
151025;0000;60,3433;;;
151026;0000;38,7358;;;
151027;0000;46,9379;;;
151028;0000;42,2345;;;
151029;0000;37,889;;;
151030;0000;49,3991;;;
151031;0000;42,0991;;;
151101;0000;34,6783;;;
151102;0000;40,7099;;;
151103;0000;53,6595;;;
151104;0000;50,1174;;;
151105;0000;47,299;;;
151106;0000;37,0941;;;
151107;0000;40,6683;;;
151108;0000;32,4249;;;
151109;0000;40,4916;;;
151110;0000;57,052;;;
151111;0000;36,662;;;
151112;0000;55,369;;;
151113;0000;30,3958;;;
151114;0000;31,855;;;
151115;0000;29,8596;;;
151116;0000;40,6945;;;
151117;0000;49,1379;;;
151118;0000;41,3237;;;
151119;0000;41,4012;;;
151120;0000;34,9099;;;
151121;0000;47,0583;;;
151122;0000;37,1883;;;
151123;0000;35,1977;;;
151124;0000;38,8587;;;
151125;0000;33,7694;;;
151126;0000;31,9816;;;
151127;0000;36,3316;;;
151128;0000;36,4;;;
151129;0000;27,8029;;;
151130;0000;35,107;;;
151201;0000;80,1715;;;
151202;0000;56,5129;;;
151203;0000;33,4862;;;
151204;0000;36,1678;;;
151205;0000;55,4461;;;
151206;0000;32,52;;;
151207;0000;34,1141;;;
151208;0000;32,8966;;;
151209;0000;31,0954;;;
151210;0000;30,8304;;;
151211;0000;24,5475;;;
151212;0000;28,9362;;;
151213;0000;28,047;;;
151214;0000;38,9962;;;
151215;0000;30,0846;;;
151216;0000;32,362;;;
151217;0000;36,7949;;;
151218;0000;37,4838;;;
151219;0000;29,5995;;;
151220;0000;25,3491;;;
151221;0000;27,5575;;;
151222;0000;30,8166;;;
151223;0000;28,4571;;;
151224;0000;36,2395;;;
151225;0000;29,815;;;
151226;0000;28,1358;;;
151227;0000;21,9483;;;
151228;0000;;;26,5906;
151229;0000;;;33,1116;
151230;0000;32,7858;;;
151231;0000;40,6987;;;
160101;0000;41,527;;;
160102;0000;33,5916;;;
160103;0000;34,8695;;;
160104;0000;32,1737;;;
160105;0000;31,2652;;;
160106;0000;;;10,0503;
160107;0000;;;9,31699;
160108;0000;;;9,32481;
160109;0000;;;18,6935;
160110;0000;24,5879;;;
160111;0000;37,3829;;;
160112;0000;34,8629;;;
160113;0000;22,8838;;;
160114;0000;30,5009;;;
160115;0000;22,8062;;;
160116;0000;19,1966;;;
160117;0000;17,2452;;;
160118;0000;21,5933;;;
160119;0000;32,1108;;;
160120;0000;38,7716;;;
160121;0000;38,9924;;;
160122;0000;29,0087;;;
160123;0000;24,9846;;;
160124;0000;27,7204;;;
160125;0000;26,2154;;;
160126;0000;31,2116;;;
160127;0000;28,8158;;;
160128;0000;22,7814;;;
160129;0000;32,2853;;;
160130;0000;40,7391;;;
160131;0000;36,2195;;;
160201;0000;55,1558;;;
160202;0000;47,959;;;
160203;0000;25,2321;;;
160204;0000;39,5591;;;
160205;0000;40,5537;;;
160206;0000;47,2908;;;
160207;0000;31,7416;;;
160208;0000;21,6137;;;
160209;0000;20,9583;;;
160210;0000;24,3025;;;
160211;0000;24,4729;;;
160212;0000;23,7356;;;
160213;0000;21,3975;;;
160214;0000;21,5416;;;
160215;0000;22,8029;;;
160216;0000;23,0591;;;
160217;0000;26,1941;;;
160218;0000;22,5108;;;
160219;0000;29,6954;;;
160220;0000;21,4658;;;
160221;0000;21,6796;;;
160222;0000;25,0426;;;
160223;0000;30,0245;;;
160224;0000;27,4474;;;
160225;0000;24,9468;;;
160226;0000;24,4008;;;
160227;0000;25,5033;;;
160228;0000;29,8824;;;
160229;0000;39,1633;;;
160301;0000;39,4691;;;
160302;0000;39,712;;;
160303;0000;25,1258;;;
160304;0000;23,9621;;;
160305;0000;34,9587;;;
160306;0000;21,7854;;;
160307;0000;39,3712;;;
160308;0000;27,8829;;;
160309;0000;49,3995;;;
160310;0000;45,6099;;;
160311;0000;30,0634;;;
160312;0000;61,3054;;;
160313;0000;44,4904;;;
160314;0000;40,4458;;;
160315;0000;34,1767;;;
160316;0000;49,5566;;;
160317;0000;32,2256;;;
160318;0000;28,687;;;
160319;0000;27,717;;;
160320;0000;24,7078;;;
160321;0000;34,4345;;;
160322;0000;22,9453;;;
160323;0000;29,1071;;;
160324;0000;39,9091;;;
160325;0000;78,1307;;;
160326;0000;78,022;;;
160327;0000;41,9058;;;
160328;0000;33,3904;;;
160329;0000;75,6526;;;
160330;0000;32,9512;;;
160331;0000;35,1862;;;
160401;0000;53,4229;;;
160402;0000;30,7174;;;
160403;0000;32,095;;;
160404;0000;43,987;;;
160405;0000;114,391;;;
160406;0000;47,4949;;;
160407;0000;46,2473;;;
160408;0000;73,8086;;;
160409;0000;161,71;;;
160410;0000;141,384;;;
160411;0000;170,56;;;
160412;0000;167,171;;;
160413;0000;74,397;;;
160414;0000;63,8612;;;
160415;0000;38,2908;;;
160416;0000;36,8135;;;
160417;0000;76,4374;;;
160418;0000;62,2312;;;
160419;0000;42,1458;;;
160420;0000;36,96;;;
160421;0000;53,1845;;;
160422;0000;114,64;;;
160423;0000;96,5494;;;
160424;0000;130,342;;;
160425;0000;237,589;;;
160426;0000;338,366;;;
160427;0000;336,884;;;
160428;0000;101,471;;;
160429;0000;311,717;;;
160430;0000;195,306;;;
160501;0000;290,359;;;
160502;0000;345,4;;;
160503;0000;299,861;;;
160504;0000;292,475;;;
160505;0000;278,68;;;
160506;0000;284,881;;;
160507;0000;203,263;;;
160508;0000;60,4977;;;
160509;0000;53,7017;;;
160510;0000;52,265;;;
160511;0000;83,677;;;
160512;0000;172,044;;;
160513;0000;156,971;;;
160514;0000;86,459;;;
160515;0000;80,959;;;
160516;0000;91,9165;;;
160517;0000;151,078;;;
160518;0000;63,1711;;;
160519;0000;285,964;;;
160520;0000;481,475;;;
160521;0000;455,058;;;
160522;0000;438,3;;;
160523;0000;411,683;;;
160524;0000;384,931;;;
160525;0000;35,6929;;;
160526;0000;;;;
160527;0000;154,963;;;
160528;0000;390,258;;;
160529;0000;315,487;;;
160530;0000;244,352;;;
160531;0000;120,497;;;
160601;0000;197,196;;;
160602;0000;311,129;;;
160603;0000;296,602;;;
160604;0000;;;;
160605;0000;;;;
160606;0000;;;;
160607;0000;;;;
160608;0000;77,2583;;;
160609;0000;167,944;;;
160610;0000;132,018;;;
160611;0000;98,0887;;;
160612;0000;176,728;;;
160613;0000;68,8462;;;
160614;0000;66,7286;;;
160615;0000;79,4879;;;
160616;0000;57,7961;;;
160617;0000;119,161;;;
160618;0000;196,363;;;
160619;0000;381,158;;;
160620;0000;362,321;;;
160621;0000;111,337;;;
160622;0000;228,626;;;
160623;0000;122,604;;;
160624;0000;61,3595;;;
160625;0000;48,0362;;;
160626;0000;104,947;;;
160627;0000;275,25;;;
160628;0000;201,912;;;
160629;0000;41,5009;;;
160630;0000;125,117;;;
160701;0000;136,539;;;
160702;0000;355,408;;;
